t,y,s^e,in^T,in^e,in,k,gr_k,u,rr_l,π,i,s,S,IN,I,K,Y,ω^T,ER,z_3,z_4,z_5,W,pr,N^T,N,WB,UC,NUC,NHUC,p,φ,φ^T,HC^e,σ_se,F^T_f,FU^T_f,FD_f,F_f,FU_f,L_fd,V_f,NPL,e_s,r_K,PE,q,YP,T,YD_r,YD_hs,CG,V,v,C,c,yd^e_r,yd_r,GL,η,NL,REP,L_hd,nl,BUR,B_hd,BL_d,p_e,M_d,V_fma,H_hd,e_d,G,g,PSBR,B_s,GD,F_cb,BL_s,B_hs,H_hs,H_bs,H_s,B_cbd,B_cbs,r_b,r_bL,p_bL,M_s,L_fs,L_hs,H_bd,B_bs,B_bd,BLR,r_m,z_2a,z_2b,z_1a,z_1b,r_l,OF^T_b,OF^e_b,FU^T_b,npl^e,FD_b,F^T_b,F_b,add_l,FU_b,OF_b,CAR,L_s
10,16839257.68776175,16692450.203934621,3338490.0407869243,2506580.965766519,2430354.87568862,24553986.245624315,0.030516177598056114,0.7067336151608932,0.06065249253072785,0.0032068208780654524,3268718.7169479113,16690211.43855082,123469430.35151806,14040312.486669878,24181050.039233137,181643396.5362629,123877183.48812684,156213.6319898962,1.00581276763513,1.0,3.6154219802329416e-212,-6.066609815540773e-212,1109060.3236966468,191936.48428078,87.73349033079364,87.71519935655559,97281447.39136705,5.777062694533342,5.778267367209605,5.842149893937716,7.397715170120646,0.26626589601837,0.26595494581054124,97243173.9443282,0.1413677113370152,25862303.056762263,21531451.6527827,3754277.12403719,25326046.436570767,21023965.268661655,23496308.70328937,40806903.46668661,453296.389315568,5988.348856922686,0.029442095075901124,5.113636549409947,0.5994182235038648,106677928.53409329,24369505.99432827,80425433.17709497,82677590.96857212,2252157.791477157,238285362.72571835,32210670.084741298,75365709.66060822,10187700.922171269,10769313.054063387,10771534.286216715,4013148.9304060456,0.049899002987708864,1046359.6516258059,2966789.27878024,30714252.439428207,141443.62516866458,0.06229582830665315,49226622.626955196,1285117.7467194605,21939.352564781417,53936411.92675857,227195056.18032348,3768285.483030411,5988.348856922686,23922670.651676714,3233791.79943164,2613820.9200927317,60042779.956399046,83408557.16948014,218990.213034623,1285117.7467194605,49226622.626955196,3768285.483030411,2696820.596337929,6465106.07936834,6465106.07936834,6465106.07936834,0.035,0.055,18.18181818181818,53936411.92675857,23496308.70328937,30714252.439428207,2696820.596337929,4351051.250075504,4351051.250067553,0.0806700166874312,0.0172000012529982,2.4497306336108353e-226,-9.428016248902281e-63,-1.1953519636576828e-225,6.374720744192274e-223,0.0640538150881595,5233271.22535808,6331789.056645612,-279048.83154277975,0.02,1834484.96428704,1555436.1327442604,2545668.138463128,0.046853813835161295,711183.1741760878,7322021.0623644795,0.13506632117475592,54210561.14271758
11,17341592.97137462,17190433.20653195,3438086.64130639,2581514.6405312885,2500940.0170744206,25302734.831808664,0.03049397269731693,0.7062638545895995,0.06062708060727769,0.003135387048110717,3367922.2990050633,17189948.63135656,127565059.47099957,14498751.45107652,24993047.831606448,187769314.66282782,127974264.17552845,160900.04094959277,1.0061274745249,1.0,6.755192757203085e-230,-2.0199078195411268e-231,1146119.3341399604,197694.578809203,87.7191123592813,87.71754715819098,100534776.74122792,5.797320748294213,5.797424193639805,5.861618820392934,7.420909870450651,0.266017135852107,0.265805698588232,100508556.4195284,0.1413783379678452,26715747.053127054,22246566.0360945,3863488.38389887,26130948.149970505,21691867.69719665,24393079.660468187,42463867.595818594,469926.174065787,6075.138316977376,0.02940686385303949,5.10799049805095,0.5974165461620212,110229341.92388052,25180790.869091265,83081186.00846307,85478950.06458104,2397764.0561179635,245909908.95880046,33137433.717921928,77854403.83149879,10491220.778936904,11094777.776626505,11094875.238449791,4146512.8499654145,0.04990916775708893,1075087.6060225945,3071425.24394282,31789340.04545079,144872.74805811408,0.06265170221929314,50801308.7766806,1326948.5476801773,22289.388618391826,55844116.830866925,234393541.65026298,3892720.1915749395,6075.138316977376,24717607.807894316,3330805.55341459,2697153.271218592,61979373.21015001,86105710.44069868,226278.712777892,1326948.5476801773,50801308.7766806,3892720.1915749395,2792205.8415433466,6684926.033118286,6684926.033118286,6684926.033118286,0.035,0.05500000000000001,18.181818181818183,55844116.830866925,24393079.660468187,31789340.04545079,2792205.8415433466,4493138.400351117,4493138.400367152,0.08045858105557953,0.0172000012529982,-9.052882590131208e-245,-1.4488260869186356e-80,-1.0681956284541308e-243,2.767908355626834e-241,0.06395255701868963,5421056.11427176,6561635.083127394,-290459.805171298,0.02,1895320.90736834,1604861.1021970427,2666873.136032194,0.04675255576569142,771552.2286638537,7623647.116962547,0.13569453143657542,56182419.705918975
12,17862110.221763853,17706069.14983011,3541213.829966022,2656981.089008163,2572677.424762285,26074620.496945094,0.030506017245457394,0.7059359527930932,0.0602717548402261,0.0031110107432451998,3470928.389645493,17706491.20936296,131807056.83300622,14962881.45123128,25837578.43990279,194099381.13108468,132224286.88141114,165727.04217808048,1.0061544047234,1.0,1.1594729610170619e-247,2.600472465326419e-249,1184316.022308578,203625.416173479,87.72043567761989,87.71928026984833,103887349.08886153,5.816073677705288,5.81615028498967,5.88064007911701,7.443996400782284,0.265847986041007,0.2658637766632382,103860134.99423222,0.14124761379330003,27612647.73432865,22993604.0050779,3986276.140278,26992476.515269913,22404632.78237611,25338720.898225874,44083572.0053552,487861.593209364,6163.389198961351,0.02943832215484658,5.099218138625537,0.5957311595082975,113897144.7053526,26018663.73649075,85845471.38701865,88387560.91439037,2542089.527371724,253866331.167959,34103499.988421984,80431138.70523196,10804833.099700436,11428562.800146034,11429404.104688788,4296677.2758385455,0.05005129806390956,1117743.2712934655,3178934.00454508,32907083.316744264,150153.6555252134,0.062733138954677,52422038.62629375,1369604.1095624971,22656.36083832521,57851626.693525955,241908444.58294666,4021556.935261599,6163.389198961351,25538339.68787146,3430729.72001703,2781930.150257002,63985747.689819425,88887640.59095573,233972.41115914,1369604.1095624971,52422038.62629375,4021556.935261599,2892581.334676298,6914138.269937897,6914138.269937897,6914138.269937897,0.035,0.055,18.18181818181818,57851626.693525955,25338720.898225874,32907083.316744264,2892581.334676298,4649570.793587775,4649570.793630268,0.08037061461402448,0.0172000012529982,-5.483172996618209e-263,2.7612238797853004e-98,5.402340452319004e-262,-5.453379735688239e-259,0.06357027166029094,5618241.9705919,6821485.05841429,-314300.4653388972,0.02,1958006.24188559,1643705.7765466936,2758550.3678831495,0.04637027040729274,800544.1259975596,7936329.649750746,0.13625581716523172,58245804.214970134
13,18399919.16382512,18238660.94906744,3647732.189813488,2733935.639519963,2646099.881493076,26870801.54777272,0.03053471289911569,0.7056639296430351,0.05982084740539006,0.0031935901123114094,3577560.81923672,18239635.95249104,136209396.5844391,15438223.32014705,26716399.47758307,200664951.54268342,136637767.5205631,170698.8534434226,1.00617428418862,1.0,-2.2300716773737754e-265,3.168752782589151e-267,1223716.8856144475,209734.178658683,87.72971235069629,87.72553951835708,107351224.00815888,5.83433128442443,5.834608805491064,5.8993615605990835,7.467769474083931,0.265860618538792,0.2660203341758122,107314613.66615629,0.14105626679200006,28547869.38946403,23770572.1647106,4117702.29240442,27906979.13760473,23161897.70027179,26319442.982343026,45619911.468495786,506774.417964517,6253.044721698477,0.029487991882831084,5.09180206991185,0.5946797443795483,117691381.4029483,26885419.167689513,88714050.00926553,91479261.19583029,2765211.186564753,262241090.8942262,35116388.073338315,83104501.4695635,11128423.52163678,11771655.870385824,11771025.512942187,4456254.089368958,0.050231661037843975,1165545.7576945275,3290708.33167443,34072629.074438825,156076.82611787,0.0627012755675965,54082622.70404109,1412408.3724056513,23054.97990630027,59987203.17533846,249841169.44248965,4155225.073478175,6253.044721698477,26388495.637292515,3533651.61161754,2870186.908861353,66077675.27425982,91757827.4998171,241994.839447826,1412408.3724056513,54082622.70404109,4155225.073478175,2999360.158766923,7154585.232245098,7154585.232245098,7154585.232245098,0.035,0.05500000000000001,18.18181818181818,59987203.17533846,26319442.982343026,34072629.074438825,2999360.158766923,4840467.337973625,4840467.338048044,0.08069166558841681,0.0172000012529982,-7.184154970775265e-281,-7.299285090981572e-117,-3.597354222027364e-280,8.693872318752491e-277,0.0632054807844811,5824580.42149701,7091629.958449254,-337925.2733369779,0.02,2023031.58928559,1685106.3159486123,2838172.7357577095,0.0460054795314829,815141.1464721195,8244696.378258352,0.13651951485476901,60392072.05678185
14,18954107.789985597,18787400.74971802,3757480.149943605,2812806.921760651,2722293.2330274205,27691835.582810093,0.030554876957343487,0.7053793224696967,0.059483195248083154,0.0032827042569001257,3687342.436138289,18787976.468370266,140764854.59818625,15933035.0603823,27626616.56249312,207475095.3586757,141210798.96824908,175819.8190467257,1.00624608020506,1.0,-3.1868141993541994e-283,5.962408741907215e-285,1264440.4676155203,216026.204018444,87.73985487602597,87.73412873295838,110934582.7608441,5.852798981110566,5.853180975709324,5.9181300600406015,7.4922839527260265,0.265988391048408,0.26625638081341646,110885792.92199567,0.14084438378368241,29524049.90708865,24579087.5193764,4257209.6674416,28854492.509934083,23942800.783175413,27339558.94376542,47094933.29781193,526388.859646861,6344.062439200762,0.029530361052283523,5.088854921632251,0.5941176907991863,121619430.4081771,27782742.682443976,91683110.82349192,94660145.60407566,2977034.7805837346,271032373.3647904,36174866.71285457,85868863.13351147,11460972.872265909,12123130.513258241,12122104.748186022,4617777.745853412,0.05036672190076675,1210514.8384095316,3407262.90744388,35283143.91284834,161568.20083810264,0.06268274088607492,55829270.34286565,1457248.025124272,23482.372628761223,62174521.61042854,258189704.85654962,4293443.156675573,6344.062439200762,27269374.902181663,3639661.15996607,2961348.743613859,68223757.6048078,94719176.24343093,250410.483128578,1457248.025124272,55829270.34286565,4293443.156675573,3108726.0805214276,7402169.237197001,7402169.237197001,7402169.237197001,0.035,0.055,18.18181818181818,62174521.61042854,27339558.94376542,35283143.91284834,3108726.0805214276,4992318.02474515,4992318.0248585865,0.08029523823771825,0.0172000012529982,1.620577813594456e-298,1.7889015251419723e-134,2.9959918325447344e-298,1.3372099389403034e-294,0.06296116524323518,6039207.20567819,7362500.709226287,-355806.8093852031,0.02,2090557.84306462,1734751.033679407,2921475.6760183554,0.04576116399023698,830917.8329537355,8549225.351565225,0.13651958413786783,62622702.856613755
15,19524020.627468362,19351810.303322785,3870362.0606645574,2894503.5571729937,2801187.1386797926,28538211.56816548,0.030564098317873017,0.7050460981209942,0.05924867805611786,0.003391888158044437,3800264.0869737826,19352004.844224192,145482507.63789174,16447954.631300895,28569233.705223657,214541625.83455378,145945755.295457,181094.4136181272,1.00634460183937,1.0,-3.648073522840191e-301,2.343498333439107e-303,1306580.722846368,222506.990138997,87.74565066600532,87.7410418927866,114640753.93946256,5.871780005109617,5.8720884320537525,5.937198246365497,7.51769694194198,0.266202782860415,0.26650484132897495,114581063.34070936,0.14067382794455277,30536408.104956735,25416487.2374937,4401752.83239044,29838592.245166183,24753097.987469863,28398775.157600466,48563819.667221345,546791.178875308,6436.418444829874,0.029547192954686274,5.087936289678976,0.5938084046634046,125683706.33279572,28711185.874663856,94751052.60393417,97900655.35342711,3149602.74949294,280202480.44469833,37272383.09931724,88730548.27351868,11802889.762485359,12483607.788730891,12481447.686830183,4781188.2166343285,0.05046052877755286,1252873.8253494978,3528314.39128483,36536017.738197796,166656.6017526676,0.0627136469720359,57673898.48795723,1504791.4882412395,23930.54257755945,64385631.43697188,266910343.068514,4436527.413675934,6436.418444829874,28182725.6591494,3748850.99476505,3057543.4024761915,70416874.40515727,97776719.6459071,259075.923301895,1504791.4882412395,57673898.48795723,4436527.413675934,3219281.5718485937,7655808.985524529,7655808.985524529,7655808.985524529,0.035,0.05500000000000001,18.18181818181818,64385631.43697188,28398775.157600466,36536017.738197796,3219281.5718485937,5087166.9316755235,5087166.931833408,0.07901090380680044,0.0172000012529982,1.0397626e-316,1.1232574316045692e-152,-6.24641376e-316,-1.595829435093e-312,0.06284153110363805,6262270.28566138,7634443.325203693,-367990.84748622985,0.02,2160525.22421421,1792534.3767279903,3013701.0140326787,0.04564152985063984,853175.7898184684,8855609.962508392,0.13637696476107872,64934792.895798266
16,20109907.8536539,19932122.25675327,3986424.451350654,2978972.7355804187,2883007.305782692,29410375.518989686,0.030561268660475142,0.704666016145405,0.059110362455745545,0.003484863377528888,3916334.9788003867,19931679.52395562,150362499.2703002,16984843.202205516,29544420.21227943,221868787.4345484,150844531.59319484,186527.24602667108,1.00642389847314,1.0,6.5587e-319,1.81e-321,1350228.4249029716,229182.199843167,87.74637763067489,87.74424333551953,118474771.47310045,5.89136321934161,5.891506521129844,5.956751762784382,7.543895088698329,0.266444429635263,0.2667647361004204,118406130.35044454,0.14053632135074381,31586580.11562335,26283695.0088058,4551877.2470001,30854114.144645628,25586921.488075506,29502760.682189938,50088055.22147493,567975.503152009,6530.130629124449,0.029552465940025086,5.087725912395906,0.5934750201041722,129890429.6528318,29672169.749892894,97922280.60784088,101187152.70275044,3264872.094909573,289700920.8553363,38402034.684875965,91688712.29211202,12154028.020547234,12853393.692978136,12850896.268521171,4946627.7301996965,0.05051585501770178,1293025.9563799172,3653601.77381978,37829043.694577724,171400.30994311068,0.0627917147663517,59615762.26394893,1555280.038635107,24388.917125598073,66618941.392214514,275946293.57894945,4584435.614605602,6530.130629124449,29129366.765908744,3861316.524608,3158625.7939442415,72657526.5555767,100935345.43985139,267953.314493359,1555280.038635107,59615762.26394893,4584435.614605602,3330947.069610726,7915382.684216328,7915382.684216328,7915382.684216328,0.035,0.055,18.181818181818183,66618941.392214514,29502760.682189938,37829043.694577724,3330947.069610726,5126381.60741145,5126381.607617359,0.07695081159598623,0.0172000012529982,-8.864739403978567e-23,2.082418361417035e-170,0.0,0.0,0.06280121737062694,6493479.28957983,7910757.693336962,-376876.76601941895,0.02,2232970.05602049,1856093.290001071,3115527.2584453383,0.04560121611762874,882557.2024248483,9170191.66178123,0.1361940578701546,67331804.37676765
17,20712097.988391455,20528688.431319278,4105737.686263856,3066416.8628548686,2967544.4592013755,30308952.480825596,0.03055305979536721,0.7042445947355567,0.05900241011903089,0.0035793843790803558,4035781.7184464983,20527746.952964354,155413469.91251484,17542801.107830275,30554490.081670165,229465975.26034036,155913215.91076595,192123.06340747123,1.00646062026725,1.0,1.487432803283264e-18,-1.487433469246592e-18,1395451.5229034005,236057.665838462,87.74168767126419,87.7427099369663,122440698.20507592,5.911554603207033,5.911485729331304,5.976863942294358,7.570897588936232,0.266700674807389,0.26701935729715476,122364919.51554865,0.14043796881741513,32673802.16475086,27180866.5952971,4706795.11276569,31906103.87749119,26450224.493770145,30653418.439418644,51687494.750977255,590055.213643799,6625.225540095169,0.029553635107197867,5.086936035343668,0.593051075217133,134243092.2445103,30666491.992335934,101200890.25618826,104569449.11460611,3368558.858417854,299522031.0643702,39562288.03068122,94748338.90557253,12514809.214171618,13233275.256594772,13230127.356612746,5116619.44888878,0.05055903595238764,1333715.07943101,3782904.36945777,39162758.77400871,176163.40252463907,0.06289288124434012,61634566.897404976,1607964.191256531,24854.680369925274,68911974.55712211,285287358.4265937,4737416.945278627,6625.225540095169,30110640.925272144,3977156.02034624,3265404.007068931,74965036.87861979,104200749.44692038,277038.393947572,1607964.191256531,61634566.897404976,4737416.945278627,3445598.7278561057,8183015.673134733,8183015.673134733,8183015.673134733,0.035,0.055,18.181818181818183,68911974.55712211,30653418.439418644,39162758.77400871,3445598.7278561057,5147454.308080089,5147454.308336499,0.07469607918810534,0.0172000012529982,-1.0971409303251074e-40,4.12747286256615e-188,1.209594180279321e-22,1.058394819730613e-22,0.0627929868032178,6733180.43767677,8195387.172139449,-384749.27599798207,0.02,2307921.33337588,1923172.0573778974,3225040.577736304,0.0455929855502196,917119.2443604241,9497255.692497853,0.13603230757644358,69816177.21342735
18,21331290.670443922,21142157.6109943,4228431.522198861,3156677.5186509993,3054755.644941454,31234661.720141776,0.030542435932149305,0.7037950481442321,0.05889793804628496,0.0036666576649595885,4158765.200445875,21140735.860435404,160641210.64926997,18121815.19228887,31601032.292168282,237341495.8717326,161158576.08657715,197886.75530969547,1.00644303158907,1.0,-4.6208311639511166e-37,-3.191886414608611e-36,1442317.4450623621,243139.395813616,87.73276169038286,87.73674098901621,126544232.10122623,5.932328899200163,5.932059838496607,5.997571938485132,7.5986574786113215,0.266955620799202,0.2672788827237499,126462148.81740655,0.14036147652476605,33800661.84273235,28110130.8751366,4867276.14651128,32995414.66958826,27343380.09598331,31853644.06023538,53361728.581979014,613068.368788373,6721.7337976665485,0.029558142387855518,5.085663595886577,0.5925440019653719,138747440.532567,31695465.31525961,104592828.62243347,108070348.84019276,3477520.2177592837,309679879.2752077,40754551.7279599,97912500.62935488,12885499.9590329,13623572.770647982,13620114.363984846,5292483.39453761,0.05060082478148601,1376207.5171367403,3916275.87740087,40538966.291145444,181111.92944441762,0.06299769158290533,63723924.23846336,1662558.4517078418,25327.979885318255,71283962.51625736,294945194.3709795,4895625.031467743,6721.7337976665485,31127677.727746785,4096470.70095663,3377547.345935684,77349961.3072589,107578296.79285604,286405.548559716,1662558.4517078418,63723924.23846336,4895625.031467743,3564198.1258128686,8459823.157280613,8459823.157280613,8459823.157280613,0.035,0.05500000000000001,18.18181818181818,71283962.51625736,31853644.06023538,40538966.291145444,3564198.1258128686,5166213.911514946,5166213.911824188,0.07247371960912458,0.0172000012529982,-2.2255098773889227e-58,3.7265842327801157e-206,3.671843837679052e-40,-6.300266639472549e-41,0.06278055428723056,6981617.72134274,8491000.504035806,-393186.81967367127,0.02,2385472.20343472,1992285.3837610495,3340344.7524857614,0.045580553034232356,954872.5490510414,9839059.872760518,0.13591248920317267,72392610.35138083
19,21968230.284397192,21773246.24382369,4354649.2487647375,3249739.6855149507,3144446.169661836,32188337.114455722,0.03053259877948165,0.7033285803198221,0.058771536277299447,0.0037579763371151285,4285476.76000142,21771534.551398978,166056132.52757505,18720970.813882187,32686244.284837168,245507305.01346016,166590119.62875506,203823.35796898592,1.00637456543302,1.0,8.767596648967408e-55,8.96242922874169e-54,1490888.4988720631,250433.577688024,87.72078603525355,87.72716801675863,130791425.83463775,5.953662363410009,5.953229245996879,6.01888210454388,7.627213053609809,0.26721423033884,0.26754144202360625,130703085.77205727,0.14029858527893155,34968492.04434756,29072949.7087948,5033450.50784569,34127010.09047466,28271463.54352529,33103270.33692093,55101002.872438714,637072.881204708,6819.679029696088,0.02956541238917158,5.08383006819839,0.5920125357999195,143409582.60126045,32760485.049431935,108104038.77783903,111708806.95317972,3604768.1753406827,320200792.4338497,41981362.023472376,101187893.79453786,13266692.96941223,14024800.874607878,14020883.954311356,5475619.341077984,0.050651385489080235,1421722.7119634452,4053896.62911454,41960689.003108844,186401.3371558553,0.06309185333274976,65882131.135701805,1718893.8725532824,25811.18581262325,73747490.69363949,304945551.30882025,5059394.689726893,6819.679029696088,32181994.44820006,4219364.82198533,3495222.685725204,79820903.61397606,111073519.47858122,296093.810504821,1718893.8725532824,65882131.135701805,5059394.689726893,3687374.534681975,8746769.224408869,8746769.224408869,8746769.224408869,0.035,0.055,18.18181818181818,73747490.69363949,33103270.33692093,41960689.003108844,3687374.534681975,5192003.253865404,5192003.254230262,0.07040243953552087,0.0172000012529982,-1.6604684143278756e-76,6.236443096997754e-224,-7.192469271375972e-58,-3.4583578722330596e-59,0.06275037465703857,7239261.03513808,8799140.337711543,-402846.6538442708,0.02,2465726.21412463,2062879.5602803594,3459585.657871345,0.045550373404040376,993859.4437467149,10195846.435302526,0.135828785544449,75063959.34002978
20,22623749.58223431,22422734.473479215,4484546.894695843,3345461.2784169363,3236611.7576202187,33170840.73952291,0.030523590627674044,0.702855493956971,0.05862838388317054,0.0038499318122263626,4416033.545066211,22420788.359017428,171666499.28261656,19340551.41041363,33811702.21391481,253975106.35374835,172217239.81778008,209938.05870805573,1.00626475971552,1.0,-2.6599835498004486e-72,-1.1709804378992577e-72,1541233.0073184015,257946.585018665,87.70711029423302,87.71513338324331,135189458.81140915,5.975554950355781,5.9750083809281,6.040806536515379,7.656577303783517,0.267475999686653,0.26781251550598545,135094189.85348538,0.1402347324487784,36179914.814852536,30071344.7420502,5206075.38930191,35302293.538692825,29235268.318210784,34402740.28304882,56901953.88879012,662065.406738419,6919.083527064535,0.029575940280154943,5.081711301675831,0.5914854774605959,148237588.4256699,33863394.69996004,111741144.76989733,115484321.86545713,3743177.0955598084,331105386.95098543,43244569.18723419,104579727.34832174,13658809.047306325,14437321.410120375,14433132.347300053,5666242.203706511,0.05070864644673178,1470173.3033956317,4196068.90031088,43430862.306504436,192014.42695175236,0.063171718035047,68115133.0878978,1777131.1749800984,26305.646243512416,76302728.20181045,315309438.4842559,5228986.367416088,6919.083527064535,33275069.720380004,4345945.76664489,3618163.596608097,82380207.16646023,114691683.0751893,306136.92285431,1777131.1749800984,68115133.0878978,5228986.367416088,3815136.410090523,9044122.77750661,9044122.77750661,9044122.77750661,0.035,0.05500000000000001,18.18181818181818,76302728.20181045,34402740.28304882,43430862.306504436,3815136.410090523,5220951.301055822,5220951.301480091,0.06842417597331994,0.0172000012529982,-4.383103876745995e-94,1.447737937665304e-241,-9.275297096691483e-76,4.3763573899591105e-77,0.06270403097560603,7506395.93400298,9120066.234782713,-413714.79378137004,0.02,2548828.83031995,2135114.03653856,3582009.9010692695,0.045504029722607836,1033181.0707493196,10566962.0993134,0.13576349735536944,77833602.58955325
21,23298543.304889776,23091296.18304156,4618259.236608312,3443858.879468437,3331261.292064744,34183062.47338163,0.030515407848938646,0.7023802467909604,0.058473668489099524,0.003946409989291491,4550555.315543626,23089180.35629512,177481756.79461598,19981014.059274834,34979178.096886285,262758135.4893447,178049467.79411453,216236.20046929747,1.00612671778534,1.0,-9.061335356257243e-90,6.269795546105675e-91,1593421.6874334163,265684.982569225,87.6923606280209,87.70146973010984,139745423.88754195,5.998032669216487,5.997409684298361,6.0633581748952645,7.686793296938943,0.267745212342119,0.2680891351004987,139642327.76454833,0.14016587600627595,37436590.87375934,31106766.0368016,5385364.87932759,36523603.372350134,30236922.34523948,35752006.05186771,58764086.236876965,688054.805660976,7019.966822106591,0.029588134544419234,5.079403562475583,0.5909836237211843,153239280.38981643,35005981.21224967,115510009.04220241,119401851.05050854,3891842.008306129,342413237.6953211,44545654.405921765,108094000.30617245,14062300.901107257,14861605.011360535,14857083.70500201,5864504.680225491,0.050770532604360194,1521418.4495750505,4343086.23065044,44952280.75607945,197926.2861384868,0.06323880411791191,70427148.21384476,1837366.6872774565,26812.528040316236,78952299.30377887,326056891.0628273,5404700.015308622,7019.966822106591,34408578.39155728,4476324.13964424,3746491.3079011026,85031507.3416821,118438174.3830904,316544.297212731,1837366.6872774565,70427148.21384476,5404700.015308622,3947614.965188944,9352314.980497565,9352314.980497565,9352314.980497565,0.035,0.055,18.18181818181818,78952299.30377887,35752006.05186771,44952280.75607945,3947614.965188944,5252044.147339796,5252044.147827915,0.06652173773795779,0.0172000012529982,-5.8651930204059355e-112,-2.950698525113507e-259,1.9355570054878407e-93,-1.1252549128763637e-94,0.06265083954782416,7783360.25895533,9453521.363170173,-425385.9304822519,0.02,2634923.76921203,2209537.838729779,3707663.0927447593,0.04545083829482596,1072739.3235327294,10951646.617185155,0.13570092804685793,80704286.80794717
